instance,cp_opt_make,cp_opt_time,cp_opt_memory,cp_opt_status,hy_lim_make,hy_lim_tot_time,hy_lim_tot_memory,diff_hy_lim_cp_opt,ga_make,ga_time,ga_memory,hy_make,hy_tot_time,hy_tot_memory,diff_hy_cp_opt
../instances/ClassicBenchmark/jobshop_ft06,55,0.11937212944030762,69541,4,60,0.27320432662963867,93015,0.09090909090909091,68,0.2598903179168701,68133,0,0,0,-1.0
../instances/ClassicBenchmark/jobshop_abz6,943,1.6350970268249512,153677,4,980,2.3027706146240234,187274,0.03923647932131495,1303,2.2269790172576904,115240,947,1.5057635307312012,156885,0.0042417815482502655
../instances/ClassicBenchmark/jobshop_ft20,1165,3.352717638015747,106681,4,1501,3.627413272857666,141903,0.28841201716738196,1514,3.598614454269409,115416,1169,2.4208695888519287,140743,0.0034334763948497852
../instances/ClassicBenchmark/jobshop_la01,666,0.18729019165039062,51548,4,723,0.21759557723999023,83636,0.08558558558558559,836,0.2624697685241699,72060,666,0.1562814712524414,51272,0.0
../instances/ClassicBenchmark/jobshop_la02,655,0.3216092586517334,51020,4,803,0.4029979705810547,77816,0.22595419847328244,839,0.3316195011138916,-354306,692,0.2756364345550537,84236,0.05648854961832061
../instances/ClassicBenchmark/jobshop_la03,597,0.1621720790863037,-30640,4,696,0.1971418857574463,83532,0.1658291457286432,781,0.28113698959350586,72408,0,0,0,-1.0
../instances/ClassicBenchmark/jobshop_la04,590,0.1938796043395996,51907,4,747,0.25415825843811035,78615,0.26610169491525426,776,0.2570779323577881,68720,680,0.3939018249511719,86260,0.15254237288135594
../instances/ClassicBenchmark/jobshop_la05,593,0.14545464515686035,54918,4,593,0.19345641136169434,85612,0.0,658,0.2054758071899414,-12596,593,0.08838367462158203,50908,0.0
../instances/ClassicBenchmark/jobshop_la06,926,0.07582807540893555,74621,4,926,0.19904661178588867,112965,0.0,979,0.1386728286743164,110112,0,0,0,-1.0
../instances/ClassicBenchmark/jobshop_la07,890,0.35403919219970703,74593,4,968,0.4783966541290283,104629,0.08764044943820225,1102,0.44053220748901367,91072,890,0.24991488456726074,74733,0.0
../instances/ClassicBenchmark/jobshop_la08,863,0.2662465572357178,74817,4,918,0.36499500274658203,113749,0.06373117033603708,1117,0.3024921417236328,93940,863,0.28602099418640137,74985,0.0
../instances/ClassicBenchmark/jobshop_la09,951,0.3213164806365967,74677,4,985,0.36627936363220215,104497,0.035751840168243953,1046,0.3700385093688965,-2416,951,0.23809242248535156,74677,0.0
../instances/ClassicBenchmark/jobshop_la10,958,0.07756829261779785,74957,4,966,0.15844488143920898,113525,0.008350730688935281,1064,0.0874178409576416,110168,0,0,0,-1.0
../instances/ClassicBenchmark/jobshop_la11,1222,0.2526278495788574,106633,4,1261,0.36342716217041016,137329,0.031914893617021274,1381,0.35350608825683594,-3708,1232,0.6382322311401367,-141010,0.008183306055646482
../instances/ClassicBenchmark/jobshop_la12,1039,0.30164051055908203,-32818,4,1091,0.3507425785064697,150953,0.05004812319538017,1152,0.5190351009368896,116173,1106,0.42496657371520996,151629,0.06448508180943215
../instances/ClassicBenchmark/jobshop_la13,1150,0.24590706825256348,106353,4,1151,0.3246128559112549,154669,0.0008695652173913044,1344,0.4183964729309082,-21824,1166,0.5262389183044434,151245,0.01391304347826087
../instances/ClassicBenchmark/jobshop_la14,1292,0.25925397872924805,106521,4,1292,0.3276839256286621,154293,0.0,1330,0.4079556465148926,115804,1292,0.2072763442993164,106689,0.0
../instances/ClassicBenchmark/jobshop_la15,1207,0.3951735496520996,-470777,4,1343,0.4925551414489746,140853,0.11267605633802817,1568,0.5729913711547852,-3400,1315,0.5016531944274902,151201,0.08947804473902236
../instances/ClassicBenchmark/jobshop_la16,945,1.351186990737915,107224,4,1048,1.6492729187011719,137384,0.10899470899470899,1190,1.5159978866577148,114528,981,1.2100460529327393,137856,0.0380952380952381
../instances/ClassicBenchmark/jobshop_la17,784,0.3321876525878906,106888,4,843,0.41764283180236816,134028,0.07525510204081633,1040,0.4513092041015625,114756,784,0.19522738456726074,106888,0.0
../instances/ClassicBenchmark/jobshop_la18,848,0.7535474300384521,107224,4,961,0.9504327774047852,-286922,0.1332547169811321,1143,0.8660745620727539,-4168,876,0.6890850067138672,139992,0.0330188679245283
../instances/ClassicBenchmark/jobshop_abz5,1234,15.747256994247437,154209,4,1332,15.901265144348145,193398,0.07941653160453808,1391,15.901918888092041,117028,1234,11.06549882888794,141773,0.0
