instance,cp_opt_make,cp_opt_time,cp_opt_memory,cp_opt_status,hy_lim_make,hy_lim_tot_time,hy_lim_tot_memory,diff_hy_lim_cp_opt,ga_make,ga_time,ga_memory,hy_make,hy_tot_time,hy_tot_memory,diff_hy_cp_opt
../instances/ClassicBenchmark/jobshop_la24,935,75.44839096069336,155055,4,1050,76.02808284759521,193934,0.12299465240641712,1084,75.61187696456909,172940,938,52.92314386367798,208006,0.0032085561497326204
../instances/ClassicBenchmark/jobshop_la26,1218,3.3125176429748535,223927,4,1413,3.5380845069885254,-322325,0.16009852216748768,1835,3.633239507675171,209676,1226,2.5339601039886475,289418,0.006568144499178982
../instances/ClassicBenchmark/jobshop_la25,977,99.93246936798096,154943,4,1052,100.19238233566284,195073,0.0767656090071648,1128,99.96729183197021,176544,977,69.9824800491333,209574,0.0
../instances/ClassicBenchmark/jobshop_la28,1216,6.321585416793823,224487,4,1466,6.427897691726685,-332838,0.20559210526315788,1721,6.415632724761963,210700,1292,4.744815826416016,290270,0.0625
../instances/ClassicBenchmark/jobshop_la27,1235,45.38554263114929,220371,4,1410,45.75182032585144,266858,0.1417004048582996,1549,45.75870156288147,-83212,1273,32.237648010253906,-1102,0.03076923076923077
../instances/ClassicBenchmark/jobshop_la30,1355,1.8618459701538086,249411,4,1565,1.9179797172546387,260262,0.15498154981549817,1943,2.4252800941467285,203440,1406,1.5302417278289795,-433657,0.037638376383763834
../instances/ClassicBenchmark/jobshop_la31,1784,2.4173927307128906,342075,4,1931,2.8764991760253906,365946,0.08239910313901345,2522,2.5881764888763428,293984,1835,2.1424639225006104,-448233,0.02858744394618834
../instances/ClassicBenchmark/jobshop_la32,1850,1.2758607864379883,325415,4,1875,1.3492319583892822,422470,0.013513513513513514,2775,1.5139374732971191,-520927,1855,2.14570689201355,470478,0.002702702702702703
../instances/ClassicBenchmark/jobshop_la33,1719,1.324753761291504,323343,4,1875,1.9822235107421875,420758,0.09075043630017451,2400,1.9058685302734375,-847127,1837,2.1412131786346436,469134,0.06864456079115765
../instances/ClassicBenchmark/jobshop_la34,1721,9.414980411529541,323539,4,1944,10.159175634384155,369066,0.12957582800697268,2403,9.739916563034058,293292,1721,2.918774366378784,339846,0.0
../instances/ClassicBenchmark/jobshop_la35,1888,1.414313793182373,322839,4,2081,1.9032537937164307,421998,0.10222457627118645,2875,1.747417688369751,297768,1996,1.8320255279541016,440894,0.057203389830508475
../instances/ClassicBenchmark/jobshop_la36,1268,14.677800178527832,-879931,4,1502,15.324779033660889,292935,0.18454258675078863,1729,15.014949083328247,226708,1293,10.428839683532715,-246657,0.01971608832807571
../instances/ClassicBenchmark/jobshop_la37,1397,3.9226739406585693,280804,4,1583,4.441513299942017,289614,0.13314244810307801,2095,4.315827131271362,225732,1472,3.129628896713257,-465320,0.05368647100930565
../instances/ClassicBenchmark/jobshop_la21,1046,211.980637550354,171635,4,1144,212.0095670223236,211726,0.09369024856596558,1163,212.17684650421143,178898,1046,148.81638979911804,192466,0.0
../instances/ClassicBenchmark/jobshop_la39,1233,12.86074447631836,-491170,4,1423,13.367046117782593,292711,0.154095701540957,1724,13.005884170532227,226092,1250,9.753232955932617,-242637,0.013787510137875101
../instances/ClassicBenchmark/jobshop_la40,1222,79.17171049118042,279628,4,1406,79.74102592468262,292127,0.15057283142389524,1419,79.5304627418518,243144,1222,56.243038177490234,325983,0.0
../instances/ClassicBenchmark/jobshop_orb01,1059,66.50587201118469,113010,4,1208,66.59571027755737,148245,0.14069877242681775,1247,66.7456283569336,123596,1059,46.72953724861145,139045,0.0
../instances/ClassicBenchmark/jobshop_orb02,888,3.6658132076263428,-600365,4,1012,3.7792725563049316,138329,0.13963963963963963,1101,3.950108766555786,114368,888,2.713449239730835,134405,0.0
../instances/ClassicBenchmark/jobshop_orb03,1005,30.14189052581787,107546,4,1191,30.428274393081665,141225,0.18507462686567164,1170,30.189939737319946,126480,1022,21.150522470474243,145621,0.01691542288557214
../instances/ClassicBenchmark/jobshop_orb04,1005,8.341686010360718,107882,4,1137,8.518103837966919,137857,0.13134328358208955,1190,8.445272445678711,115656,1005,5.909467458724976,150977,0.0
../instances/ClassicBenchmark/jobshop_orb05,887,9.0125093460083,107126,4,1029,9.054098129272461,136889,0.1600901916572717,1045,9.15658688545227,115780,887,6.674700975418091,135045,0.0
../instances/ClassicBenchmark/jobshop_orb06,1010,12.874395847320557,112814,4,1251,13.013203382492065,140761,0.2386138613861386,1223,13.041423797607422,116480,1010,9.15410590171814,135545,0.0
../instances/ClassicBenchmark/jobshop_orb07,397,3.038728713989258,105054,4,474,3.141299247741699,-413967,0.19395465994962216,526,3.259615659713745,-3876,401,2.2189993858337402,129937,0.010075566750629723
../instances/ClassicBenchmark/jobshop_orb08,899,1.1642372608184814,107266,4,1143,1.2788584232330322,135673,0.271412680756396,1162,1.2338099479675293,-4304,1011,0.999591588973999,16689,0.12458286985539488
../instances/ClassicBenchmark/jobshop_orb09,934,1.640150547027588,112758,4,1136,1.8524541854858398,139333,0.21627408993576017,1190,1.6846399307250977,114628,971,1.1748530864715576,134513,0.03961456102783726
../instances/ClassicBenchmark/jobshop_orb10,944,1.8511443138122559,107294,4,1181,1.9773480892181396,138853,0.2510593220338983,1333,1.9303042888641357,114652,1004,1.3370742797851562,16385,0.0635593220338983
../instances/ClassicBenchmark/jobshop_la38,1196,746.7426989078522,245660,4,1355,232.91084122657776,-18173,0.13294314381270902,1458,226.07466578483582,-56212,1198,353.6298396587372,-4789,0.0016722408026755853
../instances/ClassicBenchmark/jobshop_swv02,1475,60.87247633934021,249607,4,1881,61.06282663345337,267818,0.2752542372881356,2009,61.139395236968994,-85836,1575,43.313234090805054,292590,0.06779661016949153
../instances/ClassicBenchmark/jobshop_abz7,656,1257.11066532135,401550,4,756,343.89937353134155,392015,0.1524390243902439,820,494.28933548927307,-33296,666,553.6882424354553,44972,0.01524390243902439
