instance,run_id,seed,cp_opt_make,cp_opt_time,cp_opt_memory,cp_opt_status,hy_lim_make,hy_lim_tot_time,hy_lim_tot_memory,diff_hy_lim_cp_opt,hy_col_make,hy_col_tot_time,hy_col_tot_memory,diff_hy_col_cp_opt,ga_make,ga_time,ga_memory,hy_make,hy_tot_time,hy_tot_memory,diff_hy_cp_opt
../instances/ClassicBenchmark/jobshop_la23,0,3,1032,1.3424780368804932,155234,4,1183,1.608593225479126,188154,0.14631782945736435,1111,1.0875117778778076,396937,0.07655038759689922,1421,1.4126560688018799,160356,1032,0.5346577167510986,155178,0.0
../instances/ClassicBenchmark/jobshop_la22,0,3,927,5.23945689201355,157467,4,1079,5.607473850250244,191612,0.16396979503775622,940,4.187933444976807,1072221,0.014023732470334413,1254,5.463994979858398,158408,954,4.100598335266113,210594,0.02912621359223301
../instances/ClassicBenchmark/jobshop_la24,0,3,935,64.58002758026123,155094,4,1023,64.77433371543884,-218905,0.09411764705882353,935,45.58502793312073,1545117,0.0,1162,64.92094373703003,164772,935,45.24011731147766,213082,0.0
../instances/ClassicBenchmark/jobshop_la26,0,3,1218,2.278512716293335,224246,4,1552,2.461066484451294,259190,0.2742200328407225,1229,1.936018943786621,572617,0.0090311986863711,1936,2.5238709449768066,203812,1232,2.0337719917297363,263958,0.011494252873563218
../instances/ClassicBenchmark/jobshop_la25,0,3,977,98.58158373832703,155094,4,1056,98.85533833503723,194866,0.08085977482088025,977,69.32513928413391,1621994,0.0,1133,98.73094868659973,166632,977,69.02257943153381,190946,0.0
../instances/ClassicBenchmark/jobshop_la28,0,3,1216,5.561161041259766,222762,4,1476,5.698216199874878,263830,0.2138157894736842,1225,4.001596212387085,1038957,0.007401315789473684,1657,5.622020483016968,204224,1269,3.981814384460449,268113,0.04358552631578947
../instances/ClassicBenchmark/jobshop_la27,0,3,1235,108.09402012825012,220438,4,1414,108.17206072807312,-433577,0.14493927125506073,1235,32.80302882194519,2423221,0.0,1465,108.56391787528992,138346,1241,76.09227871894836,297394,0.004858299595141701
../instances/ClassicBenchmark/jobshop_la30,0,3,1355,1.6936216354370117,220214,4,1561,1.7363824844360352,263074,0.15202952029520295,1482,1.309568166732788,675913,0.09372693726937269,1877,1.9189236164093018,203392,1402,1.3180971145629883,295534,0.03468634686346864
../instances/ClassicBenchmark/jobshop_la21,0,3,1046,197.64665126800537,154646,4,1174,129.22811150550842,202130,0.12237093690248566,1046,136.15613985061646,2486674,0.0,1180,197.79493165016174,183594,1046,118.9765408039093,195038,0.0
../instances/ClassicBenchmark/jobshop_la31,0,3,1784,1.7483108043670654,340378,4,1921,2.628600597381592,365578,0.07679372197309417,1891,1.6609907150268555,705569,0.05997757847533632,2527,2.171175241470337,297000,1838,1.7884771823883057,-611626,0.030269058295964126
../instances/ClassicBenchmark/jobshop_la32,0,3,1850,1.094104528427124,347490,4,1870,1.557096004486084,419894,0.010810810810810811,1875,1.8655681610107422,-114949,0.013513513513513514,2670,1.6526992321014404,312932,1855,1.5895953178405762,470414,0.002702702702702703
../instances/ClassicBenchmark/jobshop_la33,0,3,1719,0.9169516563415527,323466,4,1838,1.1777899265289307,419726,0.06922629435718441,1842,1.7392041683197021,-246706,0.07155322862129145,2513,1.5446178913116455,297436,1802,2.2213714122772217,436646,0.048283885980221056
../instances/ClassicBenchmark/jobshop_la35,0,3,1888,2.8460540771484375,322654,4,2044,3.2927024364471436,367622,0.0826271186440678,1898,2.5041263103485107,-556946,0.005296610169491525,2656,3.139589786529541,293028,1888,1.2619304656982422,340434,0.0
../instances/ClassicBenchmark/jobshop_la34,0,3,1721,11.670678853988647,322794,4,1917,12.071053981781006,369074,0.11388727484020918,1721,4.061271905899048,1341110,0.0,2325,11.977352619171143,296144,1721,3.7500216960906982,322882,0.0
../instances/ClassicBenchmark/jobshop_la37,0,3,1397,5.6175537109375,246119,4,1561,5.804678916931152,289579,0.11739441660701504,1456,4.218204498291016,2268615,0.04223335719398712,2045,5.671244859695435,235296,1419,4.218862295150757,325047,0.015748031496062992
../instances/ClassicBenchmark/jobshop_la36,0,3,1268,11.776055335998535,246035,4,1542,12.130496501922607,293363,0.21608832807570977,1307,8.502513647079468,3913718,0.030757097791798107,1674,12.2951078414917,226600,1287,8.479894638061523,-263945,0.01498422712933754
../instances/ClassicBenchmark/jobshop_la39,0,3,1233,6.2652997970581055,278351,4,1446,6.841879606246948,289743,0.17274939172749393,1303,4.70627498626709,2231706,0.05677210056772101,1825,6.488914251327515,226304,1302,4.67166805267334,296255,0.05596107055961071
../instances/ClassicBenchmark/jobshop_la40,0,3,1222,80.09905934333801,245447,4,1387,80.8607702255249,295499,0.13502454991816695,1222,56.47289991378784,3095686,0.0,1485,80.14873909950256,236544,1222,56.27954912185669,-216333,0.0
../instances/ClassicBenchmark/jobshop_orb01,0,3,1059,71.23932790756226,107613,4,1237,71.49680709838867,145957,0.1680830972615675,1059,50.365567684173584,1118505,0.0,1231,71.36893916130066,126828,1059,49.906858921051025,146629,0.0
../instances/ClassicBenchmark/jobshop_orb02,0,3,888,3.5315582752227783,107193,4,1032,3.6673436164855957,135337,0.16216216216216217,889,2.6907224655151367,488660,0.0011261261261261261,1113,3.696226119995117,114820,888,2.5115396976470947,137541,0.0
../instances/ClassicBenchmark/jobshop_orb03,0,3,1005,43.66171360015869,-12443,4,1110,43.86336708068848,143045,0.1044776119402985,1005,30.752933025360107,921652,0.0,1095,43.91415309906006,122280,1020,30.767939805984497,136925,0.014925373134328358
../instances/ClassicBenchmark/jobshop_orb04,0,3,1005,5.348591566085815,111677,4,1144,5.523754835128784,139937,0.1383084577114428,1019,4.257344007492065,695768,0.013930348258706468,1236,5.397041082382202,115484,1005,4.018512964248657,142521,0.0
../instances/ClassicBenchmark/jobshop_orb05,0,3,887,7.769084692001343,107252,4,1065,8.079622745513916,136173,0.20067643742953778,887,5.650148630142212,906652,0.0,1103,7.83720064163208,114736,889,5.604694843292236,137717,0.002254791431792559
../instances/ClassicBenchmark/jobshop_orb06,0,3,1010,35.211586713790894,107389,4,1181,35.35289669036865,139677,0.16930693069306932,1013,25.12508749961853,781800,0.0029702970297029703,1186,35.25895643234253,119784,1010,24.815568923950195,143501,0.0
../instances/ClassicBenchmark/jobshop_orb07,0,3,397,5.207521915435791,105009,4,457,5.3396008014678955,135497,0.15113350125944586,397,3.8091158866882324,671080,0.0,462,5.278911590576172,112800,401,3.715561628341675,130737,0.010075566750629723
../instances/ClassicBenchmark/jobshop_orb08,0,3,899,1.6317241191864014,107305,4,1159,1.7412095069885254,138937,0.289210233592881,952,1.5343830585479736,780148,0.058954393770856504,1281,1.9500043392181396,116520,981,1.271394968032837,149089,0.09121245828698554
../instances/ClassicBenchmark/jobshop_orb09,0,3,934,2.126905679702759,107585,4,1121,2.256265163421631,136553,0.20021413276231265,962,1.7499010562896729,887456,0.029978586723768737,1251,2.241314649581909,115236,975,1.7535719871520996,135941,0.043897216274089934
../instances/ClassicBenchmark/jobshop_abz7,0,3,656,512.1415989398956,401333,4,745,439.78186774253845,399975,0.13567073170731708,667,324.4658479690552,4203087,0.01676829268292683,758,512.7570161819458,-26278,672,304.3609540462494,-118,0.024390243902439025
../instances/ClassicBenchmark/jobshop_orb10,0,3,944,1.4756529331207275,107361,4,1212,1.6684913635253906,-288999,0.2838983050847458,998,1.8515288829803467,1031164,0.057203389830508475,1314,1.7762503623962402,-223044,1016,1.1682922840118408,141817,0.07627118644067797
../instances/ClassicBenchmark/jobshop_swv02,0,3,1475,66.98019909858704,231246,4,1909,67.57064890861511,-44722,0.29423728813559324,1529,47.41302680969238,3886141,0.03661016949152542,1978,67.09150195121765,208116,1505,47.34519410133362,-242818,0.020338983050847456
../instances/ClassicBenchmark/jobshop_la38,0,3,1196,707.4585938453674,245671,4,1341,217.14559984207153,214467,0.12123745819397994,1196,336.43881916999817,3008875,0.0,1450,320.9697585105896,-76884,1196,353.92285776138306,333903,0.0
