instance,run_count,cp_opt_make_mean,cp_opt_make_std,cp_opt_time_mean,cp_opt_time_std,cp_opt_memory_mean,cp_opt_memory_std,hy_lim_make_mean,hy_lim_make_std,hy_lim_tot_time_mean,hy_lim_tot_time_std,hy_lim_tot_memory_mean,hy_lim_tot_memory_std,diff_hy_lim_cp_opt_mean,diff_hy_lim_cp_opt_std,hy_col_make_mean,hy_col_make_std,hy_col_tot_time_mean,hy_col_tot_time_std,hy_col_tot_memory_mean,hy_col_tot_memory_std,diff_hy_col_cp_opt_mean,diff_hy_col_cp_opt_std,ga_make_mean,ga_make_std,ga_time_mean,ga_time_std,ga_memory_mean,ga_memory_std,hy_make_mean,hy_make_std,hy_tot_time_mean,hy_tot_time_std,hy_tot_memory_mean,hy_tot_memory_std,diff_hy_cp_opt_mean,diff_hy_cp_opt_std
../instances/test3,5,800.0,0.0,0.7476062297821044,0.19704868199937184,-97152.0,259110.0451445293,880.6,4.17612260356422,0.7634396553039551,0.19816905964005208,142217.4,22331.942598887363,0.10075,0.005220153254455273,804.8,4.069397989875161,0.5473669528961181,0.13755133335992778,498632.4,258517.5477568979,0.006,0.005086747487343951,987.6,40.65759461650431,0.7716683864593505,0.19989216717924546,106709.8,1000.0040799916768,811.6,6.858571279792899,0.5441088676452637,0.13710595755069666,109143.2,45546.69638689507,0.014500000000000002,0.008573214099741124
