instance,cp_opt_make,cp_opt_time,cp_opt_memory,cp_opt_status,hy_lim_make,hy_lim_tot_time,hy_lim_tot_memory,diff_hy_lim_cp_opt,ga_make,ga_time,ga_memory,hy_make,hy_tot_time,hy_tot_memory,diff_hy_cp_opt
../instances/ClassicBenchmark/jobshop_ft06,55,0.02123856544494629,69541,4,58,0.14052176475524902,92956,0.05454545454545454,62,0.08771920204162598,68070,0,0,0,-1.0
../instances/ClassicBenchmark/jobshop_abz6,943,0.7881262302398682,153621,4,980,0.8467037677764893,186339,0.03923647932131495,1271,0.887831449508667,115240,948,0.7166728973388672,156721,0.005302226935312832
../instances/ClassicBenchmark/jobshop_ft20,1165,0.5661494731903076,121619,4,1488,0.7683250904083252,153828,0.2772532188841202,1689,0.9822404384613037,113780,1345,0.8403415679931641,152910,0.15450643776824036
../instances/ClassicBenchmark/jobshop_la01,666,0.19386982917785645,51541,4,735,0.2929227352142334,85538,0.1036036036036036,833,0.23379778861999512,-6540,0,0,0,-1.0
../instances/ClassicBenchmark/jobshop_la03,597,0.1830904483795166,51542,4,692,0.45797038078308105,-331116,0.15912897822445563,794,0.27224135398864746,72628,663,0.3141007423400879,84313,0.11055276381909548
../instances/ClassicBenchmark/jobshop_la02,655,0.35974740982055664,50765,4,791,0.4616825580596924,82261,0.20763358778625954,832,0.41272616386413574,69412,679,0.31807899475097656,11381,0.0366412213740458
../instances/ClassicBenchmark/jobshop_la05,593,0.20886707305908203,51681,4,593,0.3838813304901123,79577,0.0,628,0.274766206741333,68608,593,0.08388018608093262,51017,0.0
../instances/ClassicBenchmark/jobshop_la04,590,0.23452019691467285,52125,4,724,0.2894611358642578,86297,0.2271186440677966,769,0.29079627990722656,-12968,675,0.5366084575653076,-299906,0.1440677966101695
../instances/ClassicBenchmark/jobshop_la06,926,0.2692890167236328,74562,4,926,0.4687767028808594,-255316,0.0,1022,0.4143998622894287,94260,926,0.12242555618286133,-19102,0.0
../instances/ClassicBenchmark/jobshop_la07,890,0.2527892589569092,77582,4,951,0.31406450271606445,112938,0.06853932584269663,1065,0.4193539619445801,94064,890,0.29178500175476074,74702,0.0
../instances/ClassicBenchmark/jobshop_la09,951,0.2552323341369629,75493,4,971,0.2898228168487549,101896,0.02103049421661409,1140,0.32160043716430664,-2836,951,0.2414400577545166,-18686,0.0
../instances/ClassicBenchmark/jobshop_la08,863,0.2942378520965576,74758,4,922,0.3616013526916504,115088,0.06836616454229433,1097,0.4770076274871826,93912,883,0.41156697273254395,113693,0.023174971031286212
../instances/ClassicBenchmark/jobshop_la10,958,0.26622939109802246,78076,4,966,0.43941569328308105,113466,0.008350730688935281,1073,0.3916449546813965,98864,958,0.22985076904296875,78514,0.0
../instances/ClassicBenchmark/jobshop_la11,1222,0.48089098930358887,106574,4,1268,0.6209855079650879,158212,0.03764320785597381,1446,0.7039690017700195,-22068,1222,0.314403772354126,106574,0.0
../instances/ClassicBenchmark/jobshop_la12,1039,0.3582437038421631,106154,4,1091,0.5666458606719971,137170,0.05004812319538017,1221,0.4910860061645508,113368,1045,0.5687294006347656,151514,0.005774783445620789
